1.000000000000000000e+00 1.000000000000000000e+00
9.959306336209162724e-01 6.603720321222041889e-01
9.958084443605789149e-01 6.575254146899857099e-01
9.956568678097806879e-01 6.546292740852456271e-01
9.955300384509495615e-01 6.516803100497995382e-01
9.953769152006533005e-01 6.486637003714508243e-01
9.952129650538715788e-01 6.456126792291090322e-01
9.950675753010650437e-01 6.425115559215819339e-01
9.948618642678388468e-01 6.393468978190659513e-01
9.946623400326044528e-01 6.361086497489641944e-01
9.944612690978720249e-01 6.328383254852807394e-01
9.942478245671561021e-01 6.294940059591469517e-01
9.940266465389505646e-01 6.260842795617442835e-01
9.937915482152634983e-01 6.226280600534279674e-01
9.935657300885639698e-01 6.191007788454916394e-01
9.933120713709016059e-01 6.155021464416037258e-01
9.930568659537413190e-01 6.118283800896928692e-01
9.927877402410995034e-01 6.080670314474847515e-01
9.924567465485401030e-01 6.042318033413589529e-01
9.921396731514621203e-01 6.003350283150572508e-01
9.918179596558902578e-01 5.963686197710400538e-01
9.914993395593143521e-01 5.922993821299087358e-01
9.911281316798085106e-01 5.881567861182571688e-01
9.907445502043189522e-01 5.839345400158042487e-01
9.903006474484098431e-01 5.796069558480265727e-01
9.898412776975212823e-01 5.751741494134572363e-01
9.893648942521553469e-01 5.706611138954225115e-01
9.888854174077934545e-01 5.660532779785467650e-01
9.883100451945593390e-01 5.613181794741388675e-01
9.876619781049219560e-01 5.565006903136534566e-01
9.869876171238194384e-01 5.515623267846947453e-01
9.862374678673179185e-01 5.464934390095304018e-01
9.854749450148327927e-01 5.413148321245511152e-01
9.846521008819280052e-01 5.360172422471338738e-01
9.837333613801508836e-01 5.305685352844304870e-01
9.827914213859045844e-01 5.250185818045611796e-01
9.817473992247942594e-01 5.193259259327880351e-01
9.806817232707126797e-01 5.134777912309940184e-01
9.795448991397257554e-01 5.074757216796159653e-01
9.782332979654714267e-01 5.012996648327266991e-01
9.769000429982460654e-01 4.949988350667601233e-01
9.753038491163705803e-01 4.885119170586060822e-01
9.735916527721495406e-01 4.818414390762303379e-01
9.717309732761261198e-01 4.749826340800331614e-01
9.696939700373373716e-01 4.679433377707331587e-01
9.676090191141123453e-01 4.606904124681978629e-01
9.652688627737271432e-01 4.532209825088632238e-01
9.626626741196959713e-01 4.455603112726320703e-01
9.596698105911795063e-01 4.376335736075689375e-01
9.563892609560459279e-01 4.294684646627653368e-01
9.528163851158013564e-01 4.210316151610232760e-01
9.489681967649232774e-01 4.123441583345762718e-01
9.445291692058316313e-01 4.033773182480269170e-01
9.397328540627155613e-01 3.941051367302755848e-01
9.344601554742335559e-01 3.845526648639151501e-01
9.286430186624761163e-01 3.746741815282503829e-01
9.221252269781513577e-01 3.644659425707212907e-01
9.147289099789958078e-01 3.538974929772049638e-01
9.064014798820796415e-01 3.429495329922371827e-01
8.969604261466456174e-01 3.316481751849611470e-01
8.865774324169654053e-01 3.199652805119097554e-01
8.749477988919445171e-01 3.079131429173139756e-01
8.620962727635498313e-01 2.954727135425303519e-01
8.472340372878315318e-01 2.826155059484933840e-01
8.309921458599494049e-01 2.694108448568313108e-01
8.125199137560360496e-01 2.558366320475372602e-01
7.921746285601155568e-01 2.419601271684047594e-01
7.696918046580402128e-01 2.278087937714593503e-01
7.448301569281310375e-01 2.133996542410209196e-01
7.176221660598448571e-01 1.988178011989316651e-01
6.883926389477493801e-01 1.841121788250493774e-01
6.562352096860509798e-01 1.693719519896195180e-01
6.223624906811354718e-01 1.546678156969080176e-01
5.861140412473822003e-01 1.401002444738623787e-01
5.474852212862971745e-01 1.257914057725723067e-01
5.076113082293693957e-01 1.118709746500028412e-01
4.659865313407719478e-01 9.843799745119707900e-02
4.230223126869572803e-01 8.558547969773799835e-02
3.794394142339661546e-01 7.345699227052515656e-02
3.357436067176252648e-01 6.211396629120147228e-02
2.928814702306747897e-01 5.164687901338416154e-02
2.509628204374684812e-01 4.214039846429529224e-02
2.106589249201129832e-01 3.364879555630073682e-02
1.726843588466571155e-01 2.618805048692507409e-02
1.377304968926807149e-01 1.975218033197434497e-02
1.060448109778543563e-01 1.435658629630898186e-02
7.781290504193102975e-02 9.940918044591962044e-03
5.391794449823521934e-02 6.454610217506706604e-03
3.412947112157367624e-02 3.833259531068389236e-03
1.888674756936174065e-02 1.950896481361263923e-03
7.535519953970223200e-03 7.303413462830254943e-04
1.933374372426678763e-04 1.740837942887374368e-05
