7.196071916417469128e-01 5.107196114513803398e-01
7.087348174401003620e-01 4.669405587990866913e-01
6.983608373020268045e-01 4.244329037940925975e-01
6.869531509580241169e-01 3.847342734871134207e-01
6.750470705504485469e-01 3.483356851349159733e-01
6.635655480488795721e-01 3.154207148460561605e-01
6.523055340200095698e-01 2.858345504714033813e-01
6.413962417395798754e-01 2.591941449294501432e-01
6.296193746077454190e-01 2.353110962010048768e-01
6.174733266880791938e-01 2.138107450968556034e-01
6.047181304684904335e-01 1.944249088688058125e-01
5.913722449883708210e-01 1.769384131838975804e-01
5.788016391626980006e-01 1.612260141708652394e-01
5.649942776977886494e-01 1.469680144005173217e-01
5.522206224388083173e-01 1.340731045795516829e-01
5.399269022040092958e-01 1.224220157736803927e-01
5.271901650238121073e-01 1.118513564370868796e-01
5.139919518588252911e-01 1.022553395445612301e-01
5.008675748514047621e-01 9.354916695207204924e-02
4.879831653560748883e-01 8.561514006133197352e-02
4.750987558607450145e-01 7.840124627993150241e-02
4.621405102078487981e-01 7.182808788764605268e-02
4.487761656883375583e-01 6.582511466708373948e-02
4.360025104293572817e-01 6.036160931403822261e-02
4.237087901945582602e-01 5.534959471159861533e-02
4.110458891719274699e-01 5.079450958444997610e-02
3.989552183704360155e-01 4.662254814056510099e-02
3.866245800568538504e-01 4.280938932237399186e-02
3.740355151917894028e-01 3.932163476420558190e-02
3.612987780115922698e-01 3.613193763912314616e-02
3.496880422342821260e-01 3.320326099803971864e-02
3.381142245357551812e-01 3.052936179783094506e-02
3.262450622069627548e-01 2.807676507106993125e-02
3.154465241628825467e-01 2.582666508662778693e-02
3.044080186067116833e-01 2.376255416605932425e-02
2.931295455384501647e-01 2.187183132048176049e-02
2.822756303761952412e-01 2.014158915398800431e-02
2.717170598442056884e-01 1.854666398969062602e-02
2.615830472182227862e-01 1.709988662174077856e-02
2.523535275224277341e-01 1.574430364445877917e-02
2.429947945508915685e-01 1.449826117843677764e-02
2.333222579096983773e-01 1.336876828436039943e-02
2.247018865138258326e-01 1.232464804748634180e-02
2.159153837634289475e-01 1.135866160186072005e-02
2.074057666039059444e-01 1.046774487723844960e-02
1.985638867353342885e-01 9.645654830495287158e-03
1.903865322848598829e-01 8.889825302801024343e-03
1.825968176616089012e-01 8.196924117764181617e-03
1.746594307232251508e-01 7.570743062312978999e-03
1.669435522575405118e-01 6.983935309510580502e-03
