1.000000000000000000e+00 1.000000000000000000e+00
9.997656888079585746e-01 7.278982851742286098e-01
9.997589942024716070e-01 7.252594474055947815e-01
9.997522995969847504e-01 7.225653079744231988e-01
9.997456049914978937e-01 7.198103787834980727e-01
9.997456049914978937e-01 7.170038958988653732e-01
9.997389103860109261e-01 7.141254749594377893e-01
9.997389103860109261e-01 7.111986172595647915e-01
9.997389103860109261e-01 7.082116199577963567e-01
9.997255211750371018e-01 7.051555147001455914e-01
9.997121319640633885e-01 7.020332654415550877e-01
9.997054373585764209e-01 6.988548731396688751e-01
9.996987427530895642e-01 6.955843687670895115e-01
9.996920481476027076e-01 6.922741665205723871e-01
9.996585751201682024e-01 6.888769769770688445e-01
9.996451859091943781e-01 6.853897979370567883e-01
9.996317966982205538e-01 6.818292275482134013e-01
9.996251020927336972e-01 6.781910971513295250e-01
9.996117128817598729e-01 6.744767261844116790e-01
9.996050182762730163e-01 6.706598788656474852e-01
9.995983236707860486e-01 6.667670586889085094e-01
9.995916290652991920e-01 6.627536724740296092e-01
9.995782398543253677e-01 6.586429920478810152e-01
9.995648506433515434e-01 6.544250738196881745e-01
9.995380722214040059e-01 6.501243943205881060e-01
9.995246830104301816e-01 6.456867801031502818e-01
9.995112937994563573e-01 6.411491945538494441e-01
9.994979045884826441e-01 6.364845222655355350e-01
9.994644315610481389e-01 6.317058620068246588e-01
9.994175693226398094e-01 6.268031363309128912e-01
9.993774016897184476e-01 6.217960794410294367e-01
9.993506232677707990e-01 6.166722427264164086e-01
9.993104556348494372e-01 6.114085838276828166e-01
9.992435095799804268e-01 6.060118146686015450e-01
9.992234257635197459e-01 6.005018989198812607e-01
9.991899527360852407e-01 5.948308778783253370e-01
9.991363958921900545e-01 5.890260390516934841e-01
9.991029228647555493e-01 5.830623896070201706e-01
9.990091983879390014e-01 5.769427787655078133e-01
9.989489469385569587e-01 5.706383701139107201e-01
9.988150548288189379e-01 5.641504830902355216e-01
9.986811627190809171e-01 5.574593643689629285e-01
9.985606598203168316e-01 5.505715346509661989e-01
9.983263486282752952e-01 5.434571057970523089e-01
9.981857619130504178e-01 5.360859984451283866e-01
9.980384805923386837e-01 5.284707759396922722e-01
9.977706963728627532e-01 5.205570544881238382e-01
9.973957984655964504e-01 5.123645874159422631e-01
9.970811520077121903e-01 5.038281485921252134e-01
9.966526972565507014e-01 4.949610088858986678e-01
9.961305180285725536e-01 4.857340068050876036e-01
9.955079197182910011e-01 4.761249413710589851e-01
9.947782077202190765e-01 4.661136959347846886e-01
9.938543521630270883e-01 4.556434964174007618e-01
9.927899098906101116e-01 4.447686692446572998e-01
9.912367614176496033e-01 4.334089581656308532e-01
9.897840320269926107e-01 4.215759512880316029e-01
9.876484528766720228e-01 4.092797451809534470e-01
9.850911135806766916e-01 3.964592058834237598e-01
9.819781220292688184e-01 3.831222309011922400e-01
9.781287238743020529e-01 3.692586280537150101e-01
9.734090270060384853e-01 3.548439208098549402e-01
9.676583608927925573e-01 3.398983979192501392e-01
9.608432525071297636e-01 3.244442794828231724e-01
9.521603491906222017e-01 3.084647187631274212e-01
9.422322492535515348e-01 2.920319788938872119e-01
9.306438871557298764e-01 2.751617592751519625e-01
9.160295633778301472e-01 2.579236267977629282e-01
8.987507866161447145e-01 2.403939176432037250e-01
8.790485626682019715e-01 2.226356206345724287e-01
8.563806284895630894e-01 2.047805839610798984e-01
8.303453077510142277e-01 1.869472128421015844e-01
8.005007564904200734e-01 1.693138799982988330e-01
7.662109871865251387e-01 1.519504582771520340e-01
7.282191010483751725e-01 1.350508476987624107e-01
6.860564756918874352e-01 1.187698814448618911e-01
6.403122363999089739e-01 1.031847944445617449e-01
5.904575093389746732e-01 8.849895225148896039e-02
5.379316346887678124e-01 7.477280042417833172e-02
4.823797983584827143e-01 6.212178022706260627e-02
4.250940592070909241e-01 5.062236169765543803e-02
3.674936735978148739e-01 4.033172048290967204e-02
3.095451685032201139e-01 3.131860121519858264e-02
2.528954168730836449e-01 2.357893084676254691e-02
1.997938061510035335e-01 1.707649176043468664e-02
1.508830184637219296e-01 1.179248674519350892e-02
1.079639026872146468e-01 7.648437923080675382e-03
7.135779988485278780e-02 4.545961112299212736e-03
4.199526021931527381e-02 2.365847957295774684e-03
2.031812765273742494e-02 9.854480903257467617e-04
6.112174809538474182e-03 2.495267615683083307e-04
3.347302743449328546e-05 6.119132783810599108e-07
